title,genre_1_name,vote_average,vote_count,popularity,release_year
How I Live Now,Drama,6.4,270.0,14.21278,2013
Hours,Drama,6.3,272.0,10.053166,2013
Errors of the Human Body,Science Fiction,5.6,24.0,2.285454,2012
What if...,Drama,6.2,19.0,1.365366,2010
Aziz Ansari: Buried Alive,Comedy,7.4,47.0,2.609603,2013
Aziz Ansari: Dangerously Delicious,Comedy,7.4,26.0,1.234042,2012
Clandestine Childhood,Drama,6.4,10.0,1.01965,2011
Libre échange,Comedy,4.0,2.0,0.453212,2010
Great Expectations,Drama,6.3,101.0,6.812108,2012
Somm,Documentary,7.1,27.0,1.223673,2013
Amber Alert,Horror,5.0,27.0,1.424857,2012
Free Birds,Animation,5.7,259.0,7.713231,2013
Boy Wonder,Action,6.4,58.0,5.376548,2010
Bed & Breakfast,Comedy,3.4,7.0,0.388392,2010
Last Vegas,Comedy,6.4,813.0,9.157369,2013
Muscle Shoals,Documentary,7.2,26.0,2.155926,2013
The Starving Games,Comedy,4.1,219.0,0.265046,2013
Panic Button,Horror,5.2,57.0,4.599941,2011
Painless,Horror,6.1,58.0,7.609036,2012
Card Subject To Change,Documentary,4.3,2.0,0.089969,2010
Making the Boys,Documentary,0.0,1.0,0.173956,2011
Seduced and Abandoned,Documentary,6.7,15.0,2.12382,2013
Absent,Drama,6.6,19.0,1.652781,2011
The Institute,Documentary,5.8,12.0,1.272657,2013
For Those in Peril,Drama,5.9,5.0,0.525711,2013
Philomena,Drama,7.4,588.0,6.927182,2013
The Book Thief,Drama,7.4,1528.0,16.373622,2013
The Best Man Holiday,Comedy,6.7,110.0,6.102021,2013
Aningaaq,Drama,7.1,33.0,2.411144,2013
The Hunger Games: Catching Fire,Adventure,7.4,6656.0,25.309139,2013
The Hobbit: The Desolation of Smaug,Adventure,7.6,4633.0,20.644776,2013
47 Ronin,Drama,5.9,1357.0,14.88937,2013
The Girl from Nowhere,Drama,6.2,6.0,0.779579,2013
The Chameleon,Drama,4.8,17.0,4.582976,2010
The Dyatlov Pass Incident,Thriller,5.7,177.0,5.771432,2013
WikiRebels: The Documentary,Documentary,7.0,12.0,0.76254,2010
Delivery Man,Comedy,6.2,561.0,13.548808,2013
Charlie Countryman,Action,6.4,267.0,9.609726,2013
Tales from the Organ Trade,Documentary,6.8,4.0,0.709532,2013
Hansel & Gretel,Horror,4.7,84.0,5.617601,2013
The Happy Poet,Comedy,6.5,4.0,0.849542,2010
Breakout,Action,4.3,29.0,7.152793,2013
Twice Born,Drama,6.9,142.0,5.849716,2012
The Wankers,Documentary,7.0,1.0,0.04241,2011
Frozen,Animation,7.3,5440.0,24.248243,2013
9 Month Stretch,Comedy,6.3,147.0,8.765334,2013
Marfa Girl,Drama,5.4,11.0,0.942041,2012
ThanksKilling 3,Comedy,2.8,6.0,0.337176,2012
Mr. Morgan's Last Love,Drama,6.9,95.0,6.510474,2013
Inside Llewyn Davis,Drama,7.2,845.0,10.838063,2013
The Wolf of Wall Street,Crime,7.9,6768.0,16.382422,2013
Homefront,Action,6.4,898.0,9.896704,2013
Mandela: Long Walk to Freedom,Drama,6.5,225.0,11.318079,2013
August: Osage County,Comedy,6.9,497.0,6.954296,2013
Angels Sing,TV Movie,5.2,17.0,7.073059,2013
Violette,Drama,5.4,14.0,1.888084,2013
Breaking the Girls,Crime,5.2,26.0,2.142248,2013
Grave Encounters 2,Horror,5.2,251.0,9.021941,2012
My Piece of the Pie,Drama,5.7,46.0,2.740962,2011
Fright Night 2: New Blood,Horror,4.4,81.0,10.752888,2013
Sweetwater,Western,6.0,71.0,5.799861,2013
All Is Bright,Comedy,5.3,36.0,2.828815,2013
Tim's Vermeer,Documentary,7.1,65.0,3.369105,2013
After Tiller,Documentary,8.8,6.0,0.355978,2013
Stuck Between Stations,Drama,6.3,12.0,1.067357,2011
American Hustle,Drama,6.8,2868.0,16.478036,2013
The Secret Life of Walter Mitty,Adventure,7.0,3213.0,8.684892,2013
Her,Romance,7.9,4215.0,13.829515,2013
Young & Beautiful,Drama,6.3,360.0,11.833023,2013
Carmina or Blow Up,Drama,6.5,27.0,1.345369,2012
The Challenger,Thriller,7.1,33.0,5.236699,2013
Linsanity,Documentary,6.7,11.0,1.079771,2013
Some Girl(s),Comedy,5.0,31.0,4.86809,2013
Open Grave,Horror,5.9,250.0,5.72991,2013
Six by Sondheim,Documentary,7.3,4.0,1.718417,2013
The Punk Singer,Documentary,7.2,31.0,2.650803,2013
Lone Survivor,Action,7.4,1549.0,10.855502,2013
A Fairly Odd Christmas,Family,5.4,18.0,1.484618,2012
Geography Club,Comedy,6.5,55.0,2.941353,2013
My Amityville Horror,Documentary,5.9,26.0,2.093526,2013
The Armstrong Lie,Documentary,6.9,50.0,3.237965,2013
An Adventure in Space and Time,Drama,7.7,68.0,5.541556,2013
Saving Mr. Banks,Comedy,7.3,1256.0,15.130888,2013
Last Winter,Thriller,5.5,4.0,0.776769,2012
Ways to Live Forever,Drama,7.0,12.0,2.287183,2010
The Battle of Amfar,Documentary,5.0,1.0,0.166932,2013
Is the Man Who Is Tall Happy?,Documentary,7.1,32.0,1.512586,2013
All Things To All Men,Thriller,4.2,19.0,12.177435,2013
The Outsider,Action,4.6,37.0,9.577533,2014
The Truth About Emanuel,Drama,6.2,80.0,6.636313,2013
The Wipers Times,TV Movie,7.3,6.0,5.207055,2013
I Heart Monster Movies,Horror,0.0,0.0,0.192983,2012
The Last Ride,Drama,5.9,5.0,1.02433,2012
The Bling Ring,Drama,4.1,20.0,1.044582,2011
A Perfect Man,Drama,4.8,14.0,1.740242,2013
Una noche,Drama,5.9,16.0,1.73454,2012
Oldboy,Drama,5.9,632.0,7.882353,2013
Aquí Entre Nos,Comedy,6.0,3.0,0.230075,2012
Anchorman 2: The Legend Continues,Comedy,6.0,940.0,7.600751,2013
Escape Fire: The Fight to Rescue American Healthcare,Documentary,8.0,3.0,0.115688,2012
Killing Lincoln,Documentary,5.5,20.0,6.929223,2013
Good Ol’ Freda,Documentary,6.9,24.0,5.618938,2013
Call Me Crazy: A Five Film,Drama,6.3,19.0,2.627579,2013
Sarah Silverman: We Are Miracles,Comedy,6.5,5.0,0.571269,2013
Happy Family,Comedy,6.7,65.0,3.176441,2010
Mike Tyson: Undisputed Truth,Comedy,6.7,20.0,2.775314,2013
Snowpiercer,Action,6.7,2910.0,14.131906,2013
Phase 7,Thriller,4.9,23.0,1.985124,2011
Hellbound?,Horror,5.0,1.0,0.088803,2012
Haunter,Horror,5.9,211.0,8.753381,2013
Wrong Cops,Comedy,5.9,65.0,3.356422,2013
Ninja: Shadow of a Tear,Action,5.9,94.0,5.632097,2013
James Gandolfini: Tribute To A Friend,Documentary,6.7,6.0,1.690387,2013
The Precocious and Brief Life of Sabina Rivas,Drama,5.0,6.0,0.546165,2012
$ellebrity,Documentary,5.5,9.0,0.891024,2013
Desire,Drama,4.1,142.0,13.621581,2011
As Cool as I Am,Comedy,4.9,35.0,2.440124,2013
Ice Quake,Thriller,3.8,28.0,2.567848,2010
Snow Beast,Drama,3.3,14.0,1.725014,2011
Fun Size,Comedy,5.5,139.0,6.891823,2012
Death of a Superhero,Animation,6.9,44.0,9.646722,2011
A Princess for Christmas,Comedy,6.4,56.0,6.73437,2011
Jo pour Jonathan,Drama,5.0,1.0,0.353746,2011
Sweet Evil,Drama,6.0,3.0,0.405841,2010
White Reindeer,Comedy,5.3,10.0,0.787464,2013
Red Obsession,Documentary,6.1,8.0,0.842357,2013
The Physician,Adventure,7.2,365.0,13.332387,2013
High School,Comedy,5.8,44.0,3.905764,2010
Springsteen & I,Documentary,7.5,11.0,1.5699,2013
Solo,Thriller,4.7,10.0,2.080274,2013
The Guide,Comedy,10.0,1.0,0.042369,2011
Vendetta,Action,6.1,27.0,3.587006,2013
The Human Race,Horror,5.0,68.0,2.563968,2013
Smiley,Horror,4.3,109.0,4.871071,2012
I Am Not a Hipster,Drama,4.8,5.0,0.391314,2013
Rio Sex Comedy,Comedy,3.3,6.0,0.851056,2010
I Am Divine,Documentary,7.0,20.0,4.69296,2013
Grudge Match,Comedy,6.0,437.0,11.655588,2013
Justin Bieber's Believe,Documentary,7.3,68.0,3.389968,2013
Marvin Hamlisch: What He Did For Love,Documentary,10.0,1.0,0.371755,2013
Bounty Killer,Action,5.8,84.0,5.314063,2013
The Class of '92,Documentary,7.1,35.0,1.941454,2013
12 Rounds 2: Reloaded,Action,5.6,101.0,6.35611,2013
Soundbreaker,Documentary,7.0,1.0,0.328444,2012
A.C.O.D.,Comedy,5.5,106.0,5.748809,2013
Ass Backwards,Adventure,4.6,31.0,4.190074,2013
Paranormal Activity: The Marked Ones,Horror,5.2,455.0,8.898523,2014
Vegucated,Documentary,7.5,12.0,1.276738,2011
The Lunchbox,Drama,7.3,226.0,10.766409,2013
I Know That Voice,Documentary,7.0,43.0,6.715162,2013
Trader Games,Drama,5.5,6.0,1.122716,2010
Bad Karma,Thriller,4.6,4.0,1.616385,2012
The Invisible Woman,Drama,6.2,66.0,4.183558,2013
Dragon Ball Z: Battle of Gods,Animation,6.5,370.0,10.834344,2013
The Snitch Cartel,Drama,6.0,9.0,0.978084,2012
Underdogs,Animation,6.0,127.0,14.347931,2013
Dirty Movie,Comedy,3.4,15.0,1.600411,2011
Freezer,Action,5.2,51.0,9.115124,2014
The Railway Man,Drama,6.7,277.0,6.099421,2013
Sand Sharks,Comedy,2.7,37.0,2.498266,2011
Diana,Drama,5.3,180.0,5.348746,2013
The We and the I,Drama,5.4,28.0,2.409066,2012
We Are What We Are,Drama,5.5,192.0,7.859837,2013
Resistance,War,5.1,8.0,1.122866,2011
"Me, Myself and Mum",Comedy,6.6,231.0,5.225386,2013
Milius,Documentary,6.9,20.0,2.103548,2013
Pokémon Origins,Animation,7.3,23.0,1.220514,2013
Chinese Puzzle,Comedy,6.4,228.0,9.559788,2013
+1,Thriller,5.3,91.0,5.874701,2013
Honest Man: The Life of R. Budd Dwyer,Documentary,6.0,1.0,0.041326,2010
A Turtle’s Tale 2: Sammy’s Escape From Paradise,Adventure,5.5,58.0,5.107345,2012
Dragon Crusaders,Fantasy,2.6,8.0,1.498691,2011
Rhino Season,Drama,5.4,13.0,2.794066,2012
Cutie and the Boxer,Documentary,7.3,31.0,1.505666,2013
Rise of the Zombies,Action,3.4,27.0,1.792726,2012
At Berkeley,Documentary,7.2,6.0,1.231937,2013
Travelling Salesman,Drama,5.6,13.0,0.80519,2012
Ride Along,Action,6.1,867.0,9.895752,2014
Breakaway,Comedy,6.0,12.0,1.263592,2011
Jack Ryan: Shadow Recruit,Action,5.9,1194.0,11.234862,2014
Divergent,Adventure,6.9,4784.0,21.572585,2014
Reasonable Doubt,Crime,5.6,236.0,11.072355,2014
18 Years Old and Rising,Comedy,5.1,18.0,1.269941,2011
Saint Laurent,Drama,6.0,78.0,5.657197,2014
Cargo,Fantasy,8.3,11.0,1.139989,2013
HOUBA! On the Trail of the Marsupilami,Adventure,5.0,214.0,10.409049,2012
Devil's Due,Horror,4.4,218.0,10.591125,2014
Into the Mind,Documentary,6.9,9.0,1.222176,2013
L'Antisémite,Comedy,0.0,0.0,0.011549,2012
Black Rock,Thriller,4.9,80.0,8.732143,2012
A Single Shot,Drama,5.7,92.0,12.90146,2013
Husk,Horror,5.4,87.0,10.816473,2011
Two Plus Two,Comedy,5.6,18.0,2.128852,2012
Hello Herman,Drama,6.3,8.0,1.469955,2012
Concussion,Drama,5.1,31.0,9.078909,2013
Atrocious,Horror,5.2,55.0,4.194524,2010
Decoding Annie Parker,Drama,5.5,38.0,3.880541,2014
Whitewash,Drama,6.3,13.0,4.437517,2013
Blood Runs Cold,Horror,5.1,12.0,0.621907,2011
Justice League: War,Animation,7.0,234.0,8.138622,2014
Dark Touch,Horror,4.5,41.0,2.118377,2013
Mother of George,Drama,7.1,7.0,1.409684,2013
Cousinhood,Comedy,6.8,43.0,3.528977,2011
Visitors,Documentary,6.3,12.0,0.769064,2013
Ernest & Celestine,Animation,7.6,148.0,7.225779,2012
The Monkey's Paw,Horror,4.2,35.0,3.062433,2013
Mitt,Documentary,6.3,25.0,1.580129,2014
Dear Mr. Watterson,Documentary,6.3,17.0,1.924653,2013
Oxy-Morons,Action,8.0,2.0,0.086584,2011
Banshee Chapter,Horror,5.7,93.0,7.130195,2013
Drift,Drama,5.7,61.0,4.121722,2013
It Boy,Comedy,6.2,332.0,5.616687,2013
Deceptive Practice: The Mysteries and Mentors of Ricky Jay,Documentary,7.1,17.0,0.582497,2012
"I, Frankenstein",Horror,5.1,701.0,9.415817,2014
Yu-Gi-Oh! 3D: Bonds Beyond Time,Animation,5.9,19.0,0.933026,2010
Better Living Through Chemistry,Drama,5.9,99.0,7.392294,2014
Enemy,Thriller,6.7,1326.0,12.66992,2013
Battleground,Drama,4.5,13.0,1.648077,2012
Tapestries of Hope,Documentary,0.0,0.0,0.006246,2010
Stranger by the Lake,Drama,6.4,96.0,6.074431,2013
Labor Day,Drama,6.7,306.0,6.108646,2013
Tom at the Farm,Drama,6.9,193.0,6.094529,2014
Beyond the Walls,Romance,6.2,10.0,1.247098,2012
Flowers in the Attic,Drama,6.3,106.0,5.658774,2014
The Young and Prodigious T.S. Spivet,Adventure,6.7,234.0,6.839535,2013
The Prey,Action,6.5,44.0,8.908143,2011
Scorned,Thriller,5.0,22.0,2.788972,2013
Teen Beach Movie,Family,6.1,212.0,4.909843,2013
Gloria,Comedy,6.2,56.0,3.534494,2013
The Monuments Men,War,5.8,1545.0,11.132411,2014
Just Like a Woman,Drama,5.9,16.0,1.551414,2012
The Lego Movie,Adventure,7.5,3127.0,16.418133,2014
Aliyah,Drama,5.5,4.0,1.019312,2012
The Road,Horror,5.1,18.0,2.234864,2011
RoboCop,Action,5.7,2385.0,10.246549,2014
The Art of the Steal,Comedy,6.1,221.0,8.436614,2013
Crave,Drama,4.4,12.0,1.561609,2012
Nymphomaniac: Vol. II,Drama,6.6,820.0,9.594157,2013
La luna,Animation,8.0,257.0,7.331398,2011
Between Us,Drama,5.1,10.0,1.282586,2012
Beware the Gonzo,Comedy,5.6,8.0,0.581783,2010
Beyond,Thriller,4.7,10.0,1.672718,2012
Metastases,Comedy,5.9,5.0,0.201495,2012
Knights of Badassdom,Adventure,5.5,162.0,6.281872,2013
You Ain't Seen Nothin' Yet,Drama,7.2,20.0,2.66364,2012
Sabotage,Action,5.5,560.0,6.966505,2014
Ray Harryhausen: Special Effects Titan,Documentary,7.3,13.0,1.743602,2011
A Long Way Down,Comedy,6.2,356.0,10.46897,2014
The Three Brothers: The Return,Comedy,5.0,110.0,5.084853,2014
Adult World,Comedy,6.2,141.0,4.944783,2013
Date and Switch,Comedy,5.9,78.0,4.380997,2014
The Zero Theorem,Drama,5.9,383.0,10.990614,2014
Endless Love,Drama,6.7,555.0,8.757277,2014
Winter's Tale,Drama,6.0,501.0,7.363527,2014
Cavemen,Comedy,4.8,29.0,2.844979,2013
The Theatre Bizarre,Horror,5.5,35.0,1.66657,2011
Agenda Grinding America Down,Documentary,6.1,6.0,0.499054,2010
Attila,Action,1.9,6.0,1.369503,2013
On the Other Side of the Tracks,Comedy,5.4,204.0,5.160049,2012
Joe,Drama,6.5,346.0,13.784411,2014
Big Easy Express,Documentary,7.3,8.0,0.558026,2012
GLOW: The Story of the Gorgeous Ladies of Wrestling,Documentary,6.0,8.0,0.585551,2012
This American Journey,Drama,0.0,0.0,0.322836,2013
Cold Comes the Night,Crime,5.5,90.0,11.823937,2013
Someone Marry Barry,Comedy,5.6,75.0,5.916675,2014
The Painting,Fantasy,7.3,35.0,2.45174,2011
Are All Men Pedophiles?,Documentary,5.3,11.0,0.862061,2012
Gerontophilia,Romance,6.7,24.0,2.815898,2013
11.6,Thriller,5.7,45.0,2.846798,2013
Nightmare Factory,Documentary,7.0,8.0,5.388447,2011
About Last Night,Comedy,6.0,217.0,9.543004,2014
The Grand Budapest Hotel,Comedy,8.0,4644.0,14.442048,2014
Cuban Fury,Comedy,6.0,137.0,6.739737,2014
Life of a King,Drama,6.4,34.0,3.209655,2013
An Oversimplification of Her Beauty,Animation,5.2,5.0,0.00791,2012
All the Light in the Sky,Drama,5.9,5.0,0.335212,2012
Jamesy Boy,Crime,6.1,56.0,4.149254,2014
Jailbait,Crime,4.2,24.0,2.133507,2014
Psychosis,Horror,3.7,16.0,0.963993,2010
Prêt à tout,Comedy,5.4,55.0,2.819565,2014
The Brats,Comedy,6.1,194.0,5.183112,2013
Grand Piano,Thriller,5.9,178.0,6.801095,2013
That Awkward Moment,Comedy,6.1,1020.0,8.060403,2014
The Inevitable Defeat of Mister & Pete,Drama,7.4,34.0,2.476252,2013
Interstellar,Adventure,8.1,11187.0,32.213481,2014
An Amish Murder,TV Movie,5.6,17.0,6.19377,2013
The Last of the Unjust,Documentary,6.4,6.0,1.188118,2013
Apartment 1303 3D,Horror,3.8,94.0,8.303374,2012
The Gabby Douglas Story,TV Movie,7.6,17.0,2.069208,2014
Bill Maher: '...But I'm Not Wrong',Comedy,6.2,7.0,0.546922,2010
3 Days to Kill,Action,6.0,896.0,17.861119,2014
Family tree,Drama,6.0,2.0,0.109066,2010
Welcome to the Jungle,Comedy,4.9,135.0,6.381313,2013
Non-Stop,Action,6.8,2302.0,19.650229,2014
The Look of Love,Comedy,5.2,40.0,4.121282,2013
Wrinkles,Animation,6.3,24.0,1.525646,2011
In Fear,Thriller,5.6,88.0,3.802031,2013
Fire In The Blood,Documentary,8.3,4.0,0.694639,2013
Mystery Road,Thriller,5.9,47.0,2.36946,2013
Breathe In,Drama,6.1,96.0,6.437916,2013
Pandora's Promise,Documentary,6.9,11.0,0.720583,2013
Bitter Feast,Horror,5.5,17.0,1.194121,2010
300: Rise of an Empire,Action,6.1,2438.0,12.904677,2014
The Pill,Comedy,5.6,49.0,1.78658,2011
Particle Fever,Documentary,7.1,102.0,10.743115,2013
Black Heaven,Drama,5.9,26.0,2.888787,2010
Threads of Destiny,Science Fiction,4.0,11.0,0.738069,2014
Leo's Room,Drama,7.3,15.0,0.57483,2010
Contracted,Horror,5.0,140.0,7.220003,2013
The Bag Man,Crime,5.2,134.0,10.896238,2014
Legend of the BoneKnapper Dragon,TV Movie,6.5,69.0,6.816869,2010
Obvious Child,Comedy,6.7,190.0,6.480574,2014
Cheap Thrills,Drama,6.3,156.0,11.311004,2013
Dead Genesis,Drama,4.3,6.0,0.293401,2010
Crazy Kind of Love,Comedy,5.6,16.0,7.471364,2013
Dick Figures: The Movie,Animation,6.2,7.0,0.845141,2013
Carmina and Amen,Drama,6.5,23.0,1.953346,2014
Bad Country,Drama,5.7,90.0,11.221265,2014
Elena Undone,Drama,6.8,35.0,1.715955,2010
Mr. Peabody & Sherman,Animation,6.7,861.0,9.493838,2014
Under the Skin,Thriller,6.0,1118.0,6.707974,2014
Need for Speed,Action,6.1,1560.0,18.271383,2014
Barefoot,Comedy,6.3,210.0,5.939334,2014
You've Been Trumped,Documentary,6.7,16.0,0.991571,2012
Veronica Mars,Comedy,6.5,482.0,7.510159,2014
Bad Words,Comedy,6.4,335.0,5.847166,2013
Son of God,Drama,5.9,83.0,6.477292,2014
Fightville,Documentary,5.8,4.0,0.439409,2011
You Will Be My Son,Drama,6.6,19.0,1.958051,2011
The Artist and the Model,Drama,6.3,11.0,0.544088,2012
Sniper: Reloaded,War,5.2,43.0,5.249191,2011
Puss in Boots: The Three Diablos,Animation,6.6,112.0,12.018446,2011
Blood Out,Action,5.6,34.0,2.493654,2011
The French Minister,Comedy,5.6,74.0,4.27285,2013
On My Way,Drama,6.1,24.0,2.557344,2013
Cosmic Psychos: Blokes You Can Trust,Music,7.5,1.0,0.081655,2013
"Bless Me, Ultima",Drama,6.4,9.0,0.779768,2013
Le Crocodile du Botswanga,Comedy,5.0,120.0,4.420544,2014
Captain America: The Winter Soldier,Action,7.6,5881.0,18.717704,2014
Pioneer,Thriller,5.4,34.0,2.417241,2013
Asphalt Playground,Drama,6.5,14.0,0.776233,2012
Starred Up,Drama,7.1,324.0,7.047117,2013
Mass Effect: Paragon Lost,Animation,6.5,14.0,2.796819,2012
Beautiful Darling,Documentary,6.5,3.0,0.822168,2010
Noah,Drama,5.5,2408.0,14.924487,2014
The Nut Job,Animation,5.5,322.0,7.875793,2014
Aya of Yop City,Animation,6.8,12.0,1.329626,2013
Takedown: The DNA of GSP,Documentary,6.5,3.0,0.463995,2014
Today,Drama,8.3,2.0,0.998359,2013
A Gang Story,Crime,6.7,88.0,6.597927,2011
Gabrielle,Drama,5.8,15.0,1.138099,2013
Wolf,Drama,6.6,16.0,2.733359,2013
Mistaken for Strangers,Documentary,7.2,21.0,0.063568,2013
Don’t Stop Believin’: Everyman’s Journey,Documentary,6.3,12.0,1.077671,2013
Blank City,Documentary,6.5,4.0,0.31754,2011
BloodRayne: The Third Reich,Action,3.7,58.0,5.926797,2010
Man at Bath,Drama,5.4,10.0,0.956317,2010
Our Paradise,Drama,7.2,10.0,1.073478,2011
Partners in Crime,Comedy,5.5,10.0,1.472975,2012
13 Sins,Horror,6.2,355.0,9.067788,2014
The Legend of Hercules,Action,4.4,542.0,6.599539,2014
Bobcat Goldthwait: You Don't Look the Same Either,Comedy,6.0,7.0,0.372547,2012
Dom Hemingway,Comedy,5.8,213.0,5.713974,2013
The Missing Picture,Documentary,7.2,24.0,1.568839,2014
Electrick Children,Drama,6.5,51.0,7.164645,2012
Me and You,Drama,6.2,47.0,4.425191,2012
Blood Ties,Thriller,6.0,175.0,14.934555,2013
Free to Play,Documentary,7.1,60.0,3.453816,2014
Trailer Park Jesus,Comedy,5.5,2.0,0.396249,2012
Jean-Michel Basquiat: The Radiant Child,Documentary,7.0,15.0,0.823678,2010
Junior,Comedy,5.6,238.0,5.187128,2014
Nitro Circus: The Movie,Action,6.5,45.0,4.40284,2012
The Unknown Known,Documentary,7.3,33.0,2.846973,2013
Best Man Down,Comedy,6.1,65.0,5.875708,2012
Border Run,Crime,5.4,14.0,1.964489,2012
The Machine,Science Fiction,5.9,336.0,5.871579,2013
In the Blood,Action,5.2,116.0,6.332859,2014
The Girl from the Naked Eye,Action,4.3,20.0,5.439326,2012
Möbius,Drama,5.4,64.0,9.299699,2013
Forgetting the Girl,Thriller,6.0,11.0,1.13962,2012
Going Postal,Fantasy,7.0,59.0,5.818278,2010
Her Master's Voice,Comedy,8.1,4.0,0.271013,2012
Sun Don't Shine,Drama,5.8,9.0,1.228391,2012
The Quiet Ones,Horror,5.1,253.0,6.322844,2014
Draft Day,Drama,6.5,309.0,5.596449,2014
Detour,Thriller,5.7,9.0,4.51583,2013
Girls Against Boys,Drama,4.3,27.0,3.923609,2012
Scary or Die,Horror,4.0,22.0,1.669797,2012
When Jews Were Funny,Documentary,7.3,4.0,0.828836,2013
Sparks,Action,4.9,38.0,3.544048,2013
Bounty Hunters,Action,3.6,8.0,0.853292,2011
The Loving Story,Documentary,6.8,8.0,1.213454,2011
The Amazing Spider-Man 2,Action,6.5,4274.0,26.23687,2014
Son of Batman,Animation,6.8,299.0,12.317738,2014
16 Acres,Documentary,7.5,4.0,0.277305,2012
Shenandoah,Documentary,4.0,3.0,0.990786,2012
Calvary,Drama,7.1,334.0,11.033403,2014
The Iran Job,Documentary,5.5,3.0,0.287511,2012
Oculus,Horror,6.3,1079.0,8.698043,2013
God's Not Dead,Drama,5.9,242.0,6.097499,2014
Dinoshark,Horror,4.4,13.0,1.681603,2010
Cold in July,Drama,6.3,265.0,7.327216,2014
Beauty and the Beast,Fantasy,5.8,669.0,19.628834,2014
Witching & Bitching,Comedy,6.0,182.0,13.515614,2013
Rio 2,Animation,6.3,997.0,8.18534,2014
An Honest Liar,History,7.3,66.0,2.400781,2014
In Your Eyes,Drama,7.1,275.0,8.448518,2014
Bears,Documentary,7.2,72.0,3.661961,2014
Fading Gigolo,Comedy,5.9,219.0,9.596119,2013
Transcendence,Thriller,5.9,2339.0,9.730176,2014
Hatchet III,Horror,5.6,83.0,4.546004,2013
Wake Wood,Drama,5.5,60.0,3.092998,2011
Heaven is for Real,Drama,6.1,234.0,7.88371,2014
Pulling Strings,Comedy,6.0,25.0,2.587398,2013
The Other Woman,Comedy,6.2,1467.0,9.389354,2014
A Haunted House 2,Comedy,5.4,352.0,8.172603,2014
Le Week-End,Comedy,6.4,50.0,3.74133,2013
All About the Feathers,Comedy,6.5,2.0,0.1257,2013
Vampire Academy,Comedy,5.8,603.0,12.227198,2014
Girl on a Bicycle,Comedy,6.1,19.0,2.476452,2013
RoboCroc,Horror,4.6,7.0,0.91042,2013
Brick Mansions,Action,5.7,628.0,7.482959,2014
Devil's Knot,Crime,5.7,205.0,5.988507,2013
Conquest 1453,Adventure,6.4,50.0,3.032698,2012
Locke,Drama,6.9,780.0,12.792394,2014
Mortified Nation,Documentary,6.6,6.0,0.349591,2013
Alter Egos,Comedy,5.4,16.0,1.125844,2012
Rage,Action,5.1,292.0,12.397494,2014
Pompeii,Action,5.2,1294.0,12.204174,2014
All That Glitters,Comedy,6.4,179.0,4.930447,2010
The Ultimate Accessory,Comedy,5.4,55.0,2.912044,2013
Donovan's Echo,Horror,5.7,22.0,1.459705,2011
13/13/13,Horror,4.0,15.0,1.714883,2013
Age of Dinosaurs,Action,4.1,34.0,11.785502,2013
Golden Christmas 2,Family,5.6,5.0,0.750256,2011
A Golden Christmas 3,Family,4.6,8.0,1.00752,2013
A Haunting at Silver Falls,Horror,4.6,29.0,1.539406,2013
Neighbors,Comedy,6.2,2773.0,11.90575,2014
Trick,Comedy,4.9,4.0,0.625962,2010
A Resurrection,Horror,3.9,14.0,4.555887,2013
Alpha and Omega 2: A Howl-iday Adventure,Animation,5.4,16.0,2.771081,2013
Alpha and Omega 3: The Great Wolf Games,Animation,4.2,10.0,2.455786,2014
Ambushed,Action,4.0,21.0,5.354069,2013
Axed,Thriller,3.5,9.0,0.904319,2012
"A Fragile Trust: Plagiarism, Power, and Jayson Blair at the New York Times",Documentary,0.0,0.0,0.046415,2014
Jodorowsky's Dune,Documentary,8.1,172.0,6.18442,2013
Unlawful Killing,Documentary,4.5,2.0,0.31646,2011
20 Ft Below: The Darkness Descending,Thriller,2.0,12.0,1.74524,2014
A Case of You,Comedy,5.4,108.0,5.819403,2013
Belle,Drama,7.2,230.0,13.454169,2013
Good People,Thriller,5.2,187.0,6.965686,2014
You Instead,Comedy,6.6,28.0,3.849058,2011
Magic Magic,Thriller,5.2,79.0,7.201765,2013
Heli,Crime,6.2,32.0,3.145307,2013
Moms' Night Out,Comedy,5.5,122.0,6.127302,2014
